case,event,completeTime
778,a5,2013-04-17 22:21:22
778,a2,2013-04-23 12:14:37
778,a7,2013-05-13 20:33:21
778,a6,2013-05-31 03:35:44
779,a3,2013-06-17 00:59:38
779,a9,2013-04-17 07:31:20
779,a9,2013-07-13 22:23:50
779,a6,2013-07-09 16:30:57
779,a2,2013-06-05 02:49:42
779,a3,2013-05-29 03:35:04
779,a8,2013-07-13 04:54:51
779,a1,2013-06-19 13:41:23
779,a1,2013-05-23 01:29:23
779,a5,2013-07-01 01:59:09
780,a8,2013-05-24 19:26:56
780,a9,2013-05-15 10:05:33
780,a1,2013-05-06 15:45:07
780,a9,2013-04-19 04:00:20
780,a1,2013-06-15 09:55:50
780,a3,2013-05-08 14:19:42
780,a8,2013-05-02 16:05:36
780,a8,2013-07-16 21:00:45
780,a9,2013-04-30 17:58:29
780,a5,2013-07-05 21:18:03
781,a2,2013-05-12 16:48:00
781,a2,2013-04-19 22:19:56
781,a5,2013-06-08 06:24:59
781,a6,2013-06-22 12:57:40
781,a2,2013-06-16 13:36:54
781,a5,2013-06-11 14:54:33
781,a4,2013-06-14 19:34:19
781,a9,2013-06-28 23:13:01
781,a2,2013-05-28 02:36:37
781,a4,2013-07-14 21:54:00
782,a5,2013-05-24 02:11:07
782,a6,2013-04-25 23:31:23
782,a5,2013-06-11 12:57:28
782,a4,2013-05-03 06:09:27
782,a7,2013-06-14 10:32:09
782,a7,2013-06-28 22:29:41
782,a1,2013-05-02 02:16:50
782,a6,2013-05-10 07:43:26
782,a8,2013-05-23 10:34:45
782,a3,2013-07-09 05:17:44
783,a4,2013-06-18 01:17:50
783,a3,2013-07-15 08:02:37
783,a1,2013-05-07 17:58:05
783,a9,2013-04-24 04:41:23
783,a5,2013-06-29 23:28:24
783,a3,2013-05-15 13:33:17
783,a2,2013-06-23 21:26:59
783,a4,2013-07-10 00:53:35
783,a9,2013-06-27 12:02:40
783,a1,2013-06-24 15:44:20
784,a3,2013-06-09 04:41:22
784,a2,2013-05-16 20:14:32
784,a2,2013-05-27 09:16:37
784,a1,2013-06-01 01:02:38
784,a6,2013-05-07 14:01:52
784,a4,2013-07-09 01:21:51
784,a1,2013-06-03 17:26:58
784,a8,2013-05-19 06:17:40
784,a8,2013-05-16 03:10:46
784,a1,2013-06-22 19:35:56
785,a2,2013-06-15 16:59:49
785,a9,2013-04-19 01:39:10
785,a3,2013-06-01 01:34:58
785,a2,2013-05-28 18:30:52
785,a7,2013-05-11 03:27:29
785,a5,2013-04-26 06:11:12
785,a1,2013-06-11 21:48:25
785,a8,2013-05-15 23:44:23
785,a5,2013-05-23 09:32:28
785,a7,2013-06-05 23:08:32
786,a7,2013-05-07 00:08:19
786,a5,2013-04-22 03:09:07
786,a9,2013-05-23 09:32:16
786,a5,2013-05-14 17:28:19
786,a5,2013-06-23 03:10:08
786,a8,2013-04-29 02:10:15
786,a2,2013-04-22 03:47:46
786,a6,2013-07-08 05:22:45
786,a5,2013-07-10 23:07:04
786,a9,2013-05-01 07:48:21
787,a2,2013-04-23 16:31:24
787,a4,2013-04-24 15:13:01
787,a2,2013-05-27 04:50:48
787,a9,2013-06-24 05:22:58
787,a2,2013-07-02 21:36:56
787,a4,2013-07-04 00:34:40
787,a1,2013-07-05 16:42:35
787,a6,2013-07-01 22:34:35
787,a3,2013-04-23 08:50:19
787,a7,2013-04-21 23:06:51
788,a4,2013-06-15 06:59:18
788,a8,2013-07-01 20:33:36
788,a1,2013-05-19 06:20:03
788,a6,2013-06-01 03:32:43
788,a1,2013-06-30 20:03:39
788,a4,2013-04-16 15:11:47
788,a3,2013-06-07 01:31:30
788,a3,2013-07-16 03:52:12
788,a6,2013-04-20 10:59:39
788,a4,2013-04-18 14:59:57
789,a5,2013-04-27 17:56:27
789,a4,2013-05-13 12:55:11
789,a4,2013-06-28 22:21:45
789,a6,2013-06-01 12:57:19
789,a3,2013-07-04 11:01:53
789,a9,2013-05-30 15:17:45
789,a2,2013-06-29 11:20:25
789,a7,2013-06-26 18:58:26
789,a5,2013-05-26 20:27:58
789,a1,2013-05-22 19:56:16
790,a2,2013-04-29 12:12:31
790,a8,2013-07-09 03:39:15
790,a8,2013-05-06 09:44:32
790,a4,2013-05-23 16:49:26
790,a7,2013-05-26 22:04:33
790,a9,2013-05-31 06:32:26
790,a3,2013-06-19 08:05:52
790,a4,2013-05-26 06:31:24
790,a6,2013-05-20 06:12:29
790,a8,2013-07-06 09:46:13
791,a6,2013-06-22 04:07:36
791,a1,2013-06-19 22:03:47
791,a7,2013-06-14 16:15:18
791,a1,2013-04-29 13:43:05
791,a1,2013-06-09 17:45:32
791,a7,2013-07-02 17:03:09
791,a7,2013-06-30 18:11:04
791,a4,2013-05-12 02:56:32
791,a3,2013-04-29 10:22:31
791,a8,2013-05-24 05:49:10
792,a6,2013-05-16 17:09:37
792,a7,2013-05-28 02:36:47
792,a7,2013-06-24 04:52:26
792,a9,2013-05-14 13:27:02
792,a3,2013-05-13 11:22:02
792,a6,2013-06-25 03:35:13
792,a6,2013-05-10 14:14:36
792,a5,2013-05-07 15:13:05
792,a7,2013-06-03 22:37:29
792,a6,2013-07-15 18:18:22
793,a2,2013-05-01 12:32:28
793,a9,2013-06-03 18:32:43
793,a6,2013-06-10 22:23:10
793,a6,2013-05-14 05:18:15
793,a3,2013-06-22 17:04:31
793,a4,2013-05-21 12:21:08
793,a4,2013-05-22 13:21:40
793,a4,2013-05-30 23:38:42
793,a7,2013-06-29 19:39:59
793,a4,2013-04-28 12:53:25
794,a7,2013-06-24 02:07:10
794,a4,2013-07-11 15:57:21
794,a4,2013-05-05 11:51:33
794,a2,2013-06-12 05:48:30
794,a6,2013-06-17 18:38:06
794,a3,2013-06-05 16:20:53
794,a4,2013-07-13 07:36:52
794,a2,2013-07-15 15:18:55
794,a8,2013-06-04 16:10:32
794,a9,2013-05-28 11:04:26
795,a5,2013-04-29 01:21:08
795,a9,2013-06-03 23:29:07
795,a5,2013-07-13 11:43:23
795,a1,2013-05-28 09:23:09
795,a8,2013-05-03 17:46:42
795,a4,2013-05-30 20:25:33
795,a1,2013-06-10 01:48:21
795,a3,2013-07-15 12:26:44
795,a9,2013-06-18 21:38:12
795,a5,2013-05-28 10:37:44
796,a5,2013-05-23 09:20:41
796,a5,2013-06-26 12:33:14
796,a3,2013-05-07 14:18:27
796,a1,2013-06-21 22:26:03
796,a1,2013-05-30 17:15:22
796,a9,2013-05-22 21:18:24
796,a7,2013-06-27 17:14:29
796,a3,2013-06-02 07:51:19
796,a3,2013-07-10 02:09:12
796,a7,2013-07-05 23:09:38
797,a5,2013-06-10 18:13:30
797,a3,2013-05-30 22:17:38
797,a3,2013-06-12 23:29:17
797,a1,2013-06-28 18:34:19
797,a3,2013-05-24 06:53:22
797,a2,2013-06-06 22:39:33
797,a2,2013-06-06 14:01:09
797,a9,2013-04-20 22:09:56
797,a8,2013-05-04 21:25:48
797,a6,2013-06-18 01:39:16
798,a5,2013-05-19 06:59:31
798,a8,2013-05-06 22:21:58
798,a4,2013-07-08 11:03:02
798,a2,2013-06-03 04:39:46
798,a2,2013-06-08 03:40:51
798,a5,2013-04-18 05:49:22
798,a1,2013-04-17 22:46:06
798,a6,2013-04-18 13:27:20
798,a6,2013-05-02 03:28:22
798,a7,2013-05-02 12:33:04
799,a6,2013-07-11 00:51:56
799,a2,2013-07-13 20:10:46
799,a9,2013-06-06 07:09:02
799,a2,2013-06-02 17:09:00
799,a5,2013-06-06 22:15:38
799,a7,2013-05-03 09:16:00
799,a9,2013-06-09 01:12:55
799,a9,2013-05-12 09:46:12
799,a3,2013-07-05 19:52:15
799,a2,2013-07-09 18:28:56
800,a7,2013-06-04 00:37:37
800,a7,2013-05-07 03:22:15
800,a2,2013-05-02 16:20:03
800,a8,2013-06-14 13:31:04
800,a8,2013-06-23 21:19:07
800,a9,2013-06-08 06:19:13
800,a2,2013-06-12 09:03:35
800,a2,2013-06-06 08:23:14
800,a5,2013-05-09 09:45:41
800,a6,2013-06-10 04:38:29
801,a8,2013-05-29 18:54:34
801,a1,2013-06-27 14:55:26
801,a3,2013-04-16 21:58:05
801,a8,2013-06-12 01:41:56
801,a3,2013-07-14 08:47:41
801,a8,2013-04-27 02:34:06
801,a1,2013-06-26 12:59:54
801,a3,2013-05-24 15:01:36
801,a7,2013-05-05 03:30:21
801,a7,2013-07-16 21:49:40
802,a5,2013-05-04 10:57:14
802,a8,2013-05-02 01:03:07
802,a5,2013-06-02 20:37:57
802,a1,2013-05-12 03:20:38
802,a7,2013-04-16 11:32:48
802,a3,2013-04-17 11:53:38
802,a8,2013-05-09 05:49:40
802,a8,2013-04-17 12:11:59
802,a4,2013-04-18 08:41:56
802,a2,2013-05-14 23:00:22
803,a7,2013-06-20 02:10:18
803,a6,2013-07-11 05:55:49
803,a6,2013-05-02 11:49:20
803,a9,2013-07-09 22:38:39
803,a7,2013-07-03 08:28:01
803,a1,2013-06-26 06:13:45
803,a9,2013-06-01 09:57:01
803,a2,2013-06-06 01:23:08
803,a7,2013-05-07 15:49:50
803,a5,2013-05-15 09:34:50
804,a9,2013-07-12 10:35:16
804,a4,2013-05-22 06:33:27
804,a9,2013-06-08 10:11:36
804,a4,2013-07-14 16:16:22
804,a3,2013-05-06 02:40:25
804,a3,2013-06-04 07:35:36
804,a4,2013-07-07 04:21:27
804,a4,2013-05-17 00:52:33
804,a3,2013-05-22 01:38:11
804,a6,2013-07-12 01:05:23
805,a6,2013-06-01 12:56:42
805,a8,2013-07-04 06:57:04
805,a5,2013-04-23 13:02:05
805,a7,2013-07-05 14:21:30
805,a3,2013-05-16 07:10:11
805,a1,2013-06-25 22:38:30
805,a6,2013-06-27 04:18:03
805,a3,2013-04-30 14:42:41
805,a2,2013-04-24 04:52:55
805,a1,2013-05-09 10:05:36
806,a1,2013-06-10 14:35:51
806,a2,2013-07-08 12:53:26
806,a1,2013-06-30 16:50:48
806,a3,2013-06-24 15:26:37
806,a3,2013-04-21 14:22:46
806,a2,2013-06-19 15:37:09
806,a7,2013-06-18 05:55:58
806,a1,2013-07-01 03:57:09
806,a5,2013-06-21 20:21:31
806,a7,2013-06-04 14:53:56
807,a5,2013-04-21 19:23:58
807,a6,2013-07-13 20:00:38
807,a3,2013-05-05 21:34:36
807,a2,2013-07-04 07:55:21
807,a9,2013-06-04 07:49:28
807,a1,2013-07-08 14:53:03
807,a8,2013-06-13 15:11:29
807,a7,2013-05-11 18:47:34
807,a6,2013-04-17 12:52:48
807,a8,2013-05-20 14:50:28
808,a3,2013-05-14 15:37:19
808,a9,2013-04-29 11:19:04
808,a1,2013-06-28 00:35:02
808,a7,2013-05-01 17:09:41
808,a1,2013-04-24 03:43:15
808,a8,2013-04-29 02:12:15
808,a8,2013-06-20 03:08:00
808,a2,2013-07-02 03:00:55
808,a3,2013-06-28 06:24:23
808,a4,2013-06-22 20:35:14
809,a9,2013-07-04 03:41:24
809,a5,2013-06-14 18:08:19
809,a4,2013-06-30 12:10:17
809,a1,2013-05-17 14:20:47
809,a8,2013-05-27 12:09:49
809,a9,2013-06-02 18:22:34
809,a4,2013-05-26 07:15:23
809,a9,2013-06-30 11:18:28
809,a5,2013-05-11 03:46:34
809,a7,2013-06-17 22:48:10
810,a9,2013-07-08 22:58:24
810,a4,2013-06-02 21:45:43
810,a1,2013-06-27 15:08:00
810,a5,2013-05-12 08:14:02
810,a7,2013-06-20 15:33:35
810,a2,2013-05-18 12:01:03
810,a3,2013-04-27 16:39:22
810,a1,2013-05-10 17:21:25
810,a8,2013-05-26 02:44:21
810,a8,2013-05-13 18:57:51
811,a6,2013-05-12 11:15:25
811,a8,2013-07-08 16:23:50
811,a7,2013-06-20 10:35:58
811,a4,2013-07-13 10:57:30
811,a2,2013-05-02 05:01:48
811,a7,2013-06-30 22:55:08
811,a1,2013-04-25 23:54:24
811,a9,2013-05-18 22:11:00
811,a9,2013-06-06 20:29:36
811,a5,2013-06-22 20:02:28
812,a4,2013-06-15 05:00:41
812,a8,2013-05-12 16:25:12
812,a1,2013-06-27 08:45:33
812,a9,2013-07-04 15:59:26
812,a3,2013-06-13 09:03:15
812,a8,2013-05-12 00:12:04
812,a9,2013-05-31 03:57:43
812,a2,2013-07-15 08:43:48
812,a4,2013-06-11 04:21:11
812,a2,2013-06-17 20:11:59
813,a9,2013-05-26 19:28:28
813,a5,2013-07-12 14:53:23
813,a5,2013-04-19 03:15:33
813,a6,2013-06-21 02:37:29
813,a9,2013-06-17 04:48:55
813,a4,2013-06-19 21:07:46
813,a4,2013-05-30 05:47:32
813,a3,2013-05-24 17:08:12
813,a9,2013-05-18 19:58:51
813,a1,2013-07-08 11:53:32
814,a6,2013-06-01 03:27:21
814,a5,2013-06-29 18:52:04
814,a8,2013-05-02 14:48:18
814,a9,2013-07-15 04:28:21
814,a9,2013-07-01 15:13:28
814,a2,2013-04-30 22:40:02
814,a4,2013-05-02 09:04:05
814,a9,2013-06-27 08:21:02
814,a6,2013-05-21 16:29:02
814,a8,2013-06-13 04:16:54
815,a5,2013-06-11 12:12:59
815,a5,2013-05-18 17:44:57
815,a2,2013-06-05 21:28:32
815,a5,2013-05-03 21:26:33
815,a7,2013-05-11 07:42:05
815,a7,2013-05-09 18:14:55
815,a8,2013-05-25 21:46:34
815,a1,2013-05-20 04:31:20
815,a8,2013-07-01 19:52:20
815,a9,2013-04-19 11:17:06
816,a8,2013-04-29 00:20:55
816,a4,2013-07-01 23:45:41
816,a2,2013-06-08 02:26:52
816,a4,2013-05-14 19:31:55
816,a1,2013-04-22 06:03:18
816,a1,2013-05-04 06:01:48
816,a9,2013-05-01 16:13:41
816,a2,2013-07-12 16:24:43
816,a1,2013-05-11 04:12:35
816,a6,2013-05-25 20:27:20
817,a6,2013-06-26 13:18:02
817,a6,2013-06-23 22:53:58
817,a7,2013-04-24 20:01:18
817,a4,2013-07-10 13:43:27
817,a5,2013-05-28 21:07:49
817,a7,2013-04-19 12:02:24
817,a5,2013-05-15 15:20:59
817,a8,2013-06-10 16:18:27
817,a8,2013-04-24 04:07:46
817,a2,2013-05-21 16:03:04
818,a3,2013-04-26 06:39:48
818,a9,2013-07-15 11:21:33
818,a4,2013-05-29 20:11:07
818,a2,2013-06-14 18:56:29
818,a5,2013-05-19 04:47:17
818,a9,2013-05-23 11:43:41
818,a2,2013-06-25 15:45:02
818,a9,2013-05-27 20:24:42
818,a1,2013-06-05 00:19:53
818,a2,2013-06-10 06:32:46
819,a2,2013-07-16 03:46:54
819,a4,2013-05-01 17:00:46
819,a2,2013-06-28 21:03:51
819,a6,2013-05-19 08:01:05
819,a2,2013-06-28 10:02:57
819,a9,2013-05-20 14:37:11
819,a7,2013-05-31 21:01:05
819,a6,2013-05-06 01:11:15
819,a1,2013-05-03 11:59:11
819,a3,2013-04-27 19:17:29
820,a3,2013-04-28 19:16:54
820,a8,2013-04-28 01:32:07
820,a8,2013-07-10 01:21:09
820,a1,2013-06-25 17:32:30
820,a6,2013-06-06 00:39:40
820,a4,2013-06-07 12:57:50
820,a6,2013-06-27 06:19:27
820,a6,2013-06-23 00:30:50
820,a5,2013-05-26 09:16:22
820,a1,2013-04-30 22:27:17
821,a9,2013-06-07 08:20:27
821,a8,2013-05-10 12:32:02
821,a8,2013-04-24 17:28:24
821,a5,2013-05-12 21:25:29
821,a9,2013-06-29 08:09:52
821,a9,2013-04-25 08:31:34
821,a9,2013-06-17 23:52:00
821,a4,2013-05-04 13:50:39
821,a7,2013-07-01 13:54:42
821,a8,2013-05-31 11:10:28
822,a9,2013-07-07 14:27:09
822,a5,2013-04-16 21:20:43
822,a4,2013-05-31 20:14:09
822,a3,2013-05-29 01:33:31
822,a6,2013-05-25 21:39:47
822,a6,2013-05-18 10:59:42
822,a9,2013-07-06 10:51:54
822,a6,2013-05-23 16:18:23
822,a2,2013-07-03 15:29:39
822,a9,2013-06-02 08:35:28
823,a4,2013-05-09 10:30:55
823,a9,2013-05-29 07:10:03
823,a8,2013-06-19 06:40:38
823,a8,2013-04-27 20:27:41
823,a8,2013-05-01 22:29:07
823,a9,2013-04-18 04:23:07
823,a3,2013-05-31 05:36:37
823,a5,2013-07-06 02:03:21
823,a6,2013-05-06 05:04:48
823,a4,2013-06-30 17:33:29
824,a7,2013-05-01 12:03:21
824,a3,2013-06-03 16:20:07
824,a8,2013-07-01 10:06:59
824,a3,2013-07-10 01:50:14
824,a9,2013-06-28 17:00:32
824,a2,2013-05-21 11:40:44
824,a3,2013-07-03 00:38:28
824,a2,2013-06-15 18:33:22
824,a4,2013-05-30 09:09:53
824,a7,2013-05-28 12:56:32
825,a4,2013-07-02 20:11:39
825,a3,2013-06-15 09:41:51
825,a2,2013-06-10 05:52:23
825,a5,2013-04-27 20:24:09
825,a5,2013-06-21 17:58:24
825,a9,2013-05-19 17:27:23
825,a8,2013-04-19 15:48:58
825,a5,2013-05-28 22:54:36
825,a4,2013-05-23 04:47:33
825,a1,2013-04-22 19:33:26
826,a5,2013-05-26 19:57:20
826,a9,2013-07-07 01:38:15
826,a5,2013-05-10 06:16:15
826,a5,2013-07-01 17:30:33
826,a9,2013-07-01 14:53:31
826,a1,2013-07-13 04:01:19
826,a9,2013-05-16 06:16:41
826,a5,2013-06-09 01:42:22
826,a1,2013-06-18 20:28:40
826,a5,2013-05-01 19:41:22
827,a8,2013-07-16 18:05:41
827,a7,2013-04-24 12:04:09
827,a2,2013-07-16 05:57:14
827,a1,2013-04-26 04:51:38
827,a2,2013-05-04 22:58:43
827,a1,2013-06-22 18:27:54
827,a8,2013-06-04 13:31:43
827,a1,2013-06-22 16:35:04
827,a3,2013-05-30 13:46:29
827,a6,2013-07-08 01:57:02
828,a8,2013-07-10 21:22:06
828,a6,2013-07-11 01:36:40
828,a9,2013-05-15 21:39:48
828,a5,2013-06-10 08:39:11
828,a7,2013-07-13 10:08:52
828,a2,2013-06-22 23:25:22
828,a9,2013-06-10 02:42:56
828,a6,2013-06-27 07:25:44
828,a6,2013-04-20 07:04:41
828,a8,2013-04-20 14:46:56
829,a9,2013-05-18 00:58:05
829,a9,2013-07-17 04:26:02
829,a1,2013-04-17 11:14:24
829,a6,2013-04-28 13:56:06
829,a1,2013-06-17 19:14:24
829,a6,2013-04-16 11:27:02
829,a8,2013-06-30 08:22:54
829,a7,2013-04-19 13:29:58
829,a8,2013-05-07 13:27:17
829,a6,2013-04-23 12:27:47
830,a1,2013-05-29 07:06:56
830,a6,2013-04-27 15:28:16
830,a7,2013-06-30 20:58:15
830,a3,2013-06-16 02:49:11
830,a5,2013-04-24 11:23:14
830,a6,2013-05-24 03:59:24
830,a3,2013-06-05 04:27:06
830,a3,2013-04-23 08:33:02
830,a8,2013-06-17 15:55:57
830,a1,2013-07-14 03:59:21
831,a2,2013-06-17 21:44:34
831,a2,2013-06-30 11:44:11
831,a3,2013-04-23 23:10:17
831,a9,2013-04-21 20:29:16
831,a6,2013-05-05 01:40:26
831,a6,2013-04-30 15:48:34
831,a9,2013-05-23 07:23:00
831,a5,2013-05-17 19:49:58
831,a8,2013-07-06 11:43:21
831,a9,2013-07-02 01:14:43
832,a4,2013-05-29 03:52:03
832,a2,2013-07-15 19:39:25
832,a3,2013-05-30 04:20:53
832,a7,2013-04-21 22:03:49
832,a3,2013-07-02 16:47:39
832,a9,2013-04-26 09:45:29
832,a7,2013-07-06 23:02:36
832,a6,2013-04-24 02:14:29
832,a6,2013-07-01 01:13:11
832,a1,2013-05-22 07:23:49
833,a9,2013-05-04 22:21:40
833,a2,2013-06-18 19:29:43
833,a6,2013-06-16 04:58:24
833,a6,2013-07-03 03:19:42
833,a9,2013-06-28 10:07:23
833,a4,2013-06-03 18:41:17
833,a3,2013-07-11 05:06:09
833,a9,2013-05-20 20:41:03
833,a8,2013-06-22 01:19:10
833,a4,2013-05-28 08:54:08
834,a4,2013-07-02 01:28:16
834,a5,2013-05-18 13:15:56
834,a2,2013-05-03 07:32:27
834,a6,2013-07-15 01:40:17
834,a1,2013-05-17 09:36:14
834,a2,2013-07-11 19:53:04
834,a9,2013-05-04 18:39:15
834,a2,2013-05-23 05:51:46
834,a5,2013-05-09 18:59:20
834,a3,2013-04-19 02:08:07
835,a5,2013-05-21 01:03:55
835,a7,2013-05-01 16:12:04
835,a7,2013-06-18 08:18:21
835,a7,2013-04-19 08:57:21
835,a9,2013-07-09 00:45:44
835,a3,2013-06-12 03:57:38
835,a8,2013-06-27 23:18:26
835,a3,2013-07-13 07:50:22
835,a6,2013-05-15 11:09:36
835,a6,2013-05-27 00:05:50
836,a6,2013-05-02 14:20:11
836,a2,2013-05-10 09:18:05
836,a6,2013-05-07 13:04:11
836,a6,2013-06-19 19:37:15
836,a1,2013-07-05 02:48:28
836,a1,2013-06-11 15:27:19
836,a4,2013-05-21 15:13:41
836,a6,2013-04-23 01:08:41
836,a6,2013-04-27 23:52:41
836,a9,2013-06-01 00:01:21
837,a6,2013-06-25 23:28:32
837,a6,2013-07-02 01:00:30
837,a1,2013-05-27 18:11:55
837,a5,2013-06-25 03:08:48
837,a3,2013-06-14 04:14:19
837,a9,2013-07-10 23:34:16
837,a2,2013-07-13 22:59:19
837,a1,2013-06-05 01:56:24
837,a8,2013-05-26 01:14:14
837,a4,2013-07-04 12:54:33
838,a7,2013-06-18 23:01:32
838,a9,2013-06-15 08:53:05
838,a3,2013-04-29 19:44:03
838,a6,2013-05-13 21:46:53
838,a3,2013-06-20 23:36:23
838,a9,2013-05-16 19:49:51
838,a6,2013-05-17 16:42:37
838,a6,2013-05-31 12:10:37
838,a5,2013-07-15 05:33:30
838,a5,2013-06-25 06:39:54
839,a6,2013-04-19 20:10:07
839,a8,2013-06-23 22:32:57
839,a2,2013-06-02 09:08:19
839,a9,2013-06-23 21:09:27
839,a6,2013-04-29 13:53:37
839,a8,2013-05-10 14:18:28
839,a8,2013-05-17 13:20:50
839,a4,2013-04-25 07:11:05
839,a6,2013-05-03 09:51:10
839,a4,2013-07-08 00:15:47
840,a5,2013-06-11 19:33:11
840,a9,2013-05-17 03:11:50
840,a9,2013-06-17 03:27:45
840,a8,2013-06-17 03:04:13
840,a8,2013-07-04 13:29:31
840,a6,2013-05-18 16:49:07
840,a1,2013-07-12 16:32:27
840,a6,2013-06-24 08:13:22
840,a7,2013-05-13 16:24:36
840,a8,2013-06-14 02:43:56
841,a7,2013-06-16 22:08:16
841,a1,2013-06-10 17:32:48
841,a4,2013-05-13 21:26:14
841,a2,2013-05-03 06:21:11
841,a3,2013-05-31 06:11:47
841,a7,2013-05-12 23:52:58
841,a1,2013-05-02 14:46:57
841,a3,2013-07-11 11:21:15
841,a7,2013-05-16 08:06:08
841,a4,2013-04-22 01:34:15
842,a3,2013-06-04 09:25:33
842,a3,2013-05-07 21:30:20
842,a3,2013-05-26 03:57:17
842,a6,2013-05-02 18:18:21
842,a2,2013-06-25 13:59:23
842,a4,2013-06-27 07:07:37
842,a9,2013-05-08 21:05:36
842,a8,2013-06-04 22:15:10
842,a2,2013-06-11 08:26:43
842,a2,2013-06-12 10:59:34
843,a9,2013-05-03 13:58:37
843,a7,2013-04-21 11:27:38
843,a6,2013-05-27 20:34:41
843,a4,2013-07-12 19:37:49
843,a6,2013-04-29 21:34:40
843,a1,2013-05-08 02:28:06
843,a1,2013-07-02 09:59:07
843,a4,2013-05-29 00:30:32
843,a5,2013-04-23 20:46:05
843,a8,2013-04-27 03:40:52
844,a6,2013-05-31 18:44:02
844,a9,2013-06-18 20:28:14
844,a9,2013-05-30 20:02:29
844,a7,2013-06-08 12:40:01
844,a1,2013-06-02 08:55:45
844,a3,2013-05-25 14:05:33
844,a6,2013-06-02 23:34:56
844,a7,2013-05-07 13:13:33
844,a4,2013-06-13 23:27:22
844,a7,2013-04-22 04:25:16
845,a8,2013-06-17 20:28:39
845,a8,2013-07-16 11:58:26
845,a4,2013-04-27 19:47:09
845,a1,2013-06-10 20:28:24
845,a5,2013-07-14 11:51:51
845,a1,2013-07-09 20:07:47
845,a1,2013-04-24 09:03:51
845,a6,2013-04-20 10:48:14
845,a1,2013-06-18 03:57:13
845,a3,2013-04-27 19:07:00
846,a1,2013-07-16 17:30:39
846,a3,2013-06-24 16:20:31
846,a2,2013-05-29 09:04:30
846,a6,2013-06-13 07:39:28
846,a6,2013-07-16 09:51:21
846,a1,2013-07-11 07:43:10
846,a9,2013-04-29 07:57:58
846,a5,2013-05-21 23:09:46
846,a7,2013-06-06 20:37:12
846,a5,2013-07-10 15:12:32
847,a5,2013-06-16 09:23:33
847,a7,2013-05-29 10:26:51
847,a3,2013-05-26 15:26:06
847,a4,2013-07-14 03:18:57
847,a2,2013-04-30 21:10:05
847,a7,2013-06-14 06:15:50
847,a5,2013-06-21 01:51:38
847,a4,2013-07-13 11:30:13
847,a2,2013-06-12 00:35:00
847,a3,2013-04-19 21:44:59
848,a1,2013-04-21 21:56:49
848,a6,2013-05-25 15:57:57
848,a2,2013-06-16 11:52:49
848,a4,2013-04-28 22:50:59
848,a6,2013-05-15 16:58:40
848,a3,2013-05-14 01:09:48
848,a3,2013-05-03 21:36:18
848,a2,2013-07-01 04:19:44
848,a9,2013-05-24 22:15:50
848,a3,2013-05-28 00:32:57
849,a1,2013-07-15 02:44:45
849,a7,2013-06-26 08:30:25
849,a9,2013-05-30 07:11:10
849,a7,2013-05-09 04:47:21
849,a4,2013-05-15 06:02:24
849,a6,2013-04-18 18:17:39
849,a4,2013-05-13 21:25:07
849,a8,2013-05-06 03:46:59
849,a7,2013-05-09 19:51:58
849,a1,2013-05-09 12:05:26
850,a2,2013-04-27 06:01:29
850,a6,2013-04-24 01:39:56
850,a1,2013-07-10 15:06:30
850,a8,2013-04-26 14:40:38
850,a8,2013-05-17 23:23:55
850,a5,2013-05-09 17:02:12
850,a7,2013-07-11 06:10:52
850,a1,2013-04-25 16:41:21
850,a5,2013-05-12 08:54:28
850,a9,2013-06-26 17:19:52
851,a3,2013-05-28 09:27:19
851,a3,2013-05-10 03:04:02
851,a2,2013-05-08 10:10:50
851,a1,2013-05-26 16:41:55
851,a6,2013-05-06 09:52:02
851,a8,2013-07-15 20:06:57
851,a9,2013-06-13 02:16:26
851,a2,2013-05-14 05:12:50
851,a3,2013-06-25 11:26:37
851,a7,2013-07-08 06:27:02
852,a8,2013-04-17 11:37:00
852,a5,2013-05-22 01:34:07
852,a4,2013-04-30 09:10:40
852,a6,2013-05-13 03:31:12
852,a4,2013-06-02 19:46:19
852,a8,2013-06-21 16:43:04
852,a5,2013-04-19 23:15:17
852,a2,2013-06-11 18:12:20
852,a7,2013-07-10 22:18:01
852,a6,2013-05-19 11:02:03
853,a9,2013-07-05 18:45:52
853,a6,2013-05-23 15:37:18
853,a1,2013-07-12 21:18:06
853,a5,2013-05-12 19:41:26
853,a9,2013-05-28 11:34:34
853,a4,2013-05-04 13:18:06
853,a7,2013-07-12 19:55:09
853,a7,2013-04-16 22:50:02
853,a7,2013-05-28 10:18:33
853,a5,2013-04-18 18:15:35
854,a1,2013-06-09 00:26:43
854,a5,2013-07-09 16:09:19
854,a3,2013-06-24 07:07:19
854,a9,2013-06-28 01:49:12
854,a9,2013-07-06 23:10:37
854,a3,2013-07-15 01:55:06
854,a9,2013-05-16 11:29:19
854,a8,2013-04-27 00:46:07
854,a3,2013-04-27 05:58:13
854,a5,2013-05-31 04:16:09
855,a5,2013-05-22 20:25:10
855,a7,2013-04-29 02:57:41
855,a5,2013-05-02 11:43:11
855,a8,2013-05-04 14:27:28
855,a7,2013-06-18 13:59:11
855,a8,2013-04-20 02:11:34
855,a8,2013-05-24 04:20:30
855,a8,2013-06-11 12:30:06
855,a7,2013-07-15 20:18:06
855,a4,2013-05-25 01:42:40
856,a8,2013-06-11 07:53:01
856,a9,2013-06-27 11:20:49
856,a5,2013-05-30 00:39:09
